stock,sector,sub.sector
VALU,Finance,Investment_Managers
VRTS,Finance,Investment_Managers
AMG,Finance,Investment_Managers
AB,Finance,Investment_Managers
AMP,Finance,Investment_Managers
APO,Finance,Investment_Managers
ARES,Finance,Investment_Managers
APAM,Finance,Investment_Managers
CNS,Finance,Investment_Managers
EV,Finance,Investment_Managers
EVR,Finance,Investment_Managers
FII,Finance,Investment_Managers
FIG,Finance,Investment_Managers
BEN,Finance,Investment_Managers
HLI,Finance,Investment_Managers
IVZ,Finance,Investment_Managers
JNS,Finance,Investment_Managers
KKR,Finance,Investment_Managers
LAZ,Finance,Investment_Managers
LM,Finance,Investment_Managers
MN,Finance,Investment_Managers
MDLY,Finance,Investment_Managers
MC,Finance,Investment_Managers
NOAH,Finance,Investment_Managers
OAK,Finance,Investment_Managers
OZM,Finance,Investment_Managers
OMAM,Finance,Investment_Managers
PJT,Finance,Investment_Managers
PZN,Finance,Investment_Managers
BX,Finance,Investment_Managers
WHG,Finance,Investment_Managers
ANAT,Finance,Life_Insurance
AAME,Finance,Life_Insurance
GWGH,Finance,Life_Insurance
KCLI,Finance,Life_Insurance
NSEC,Finance,Life_Insurance
AEG,Finance,Life_Insurance
AEL,Finance,Life_Insurance
LFC,Finance,Life_Insurance
CIA,Finance,Life_Insurance
EMG,Finance,Life_Insurance
FFG,Finance,Life_Insurance
FGL,Finance,Life_Insurance
GNW,Finance,Life_Insurance
IHC,Finance,Life_Insurance
ING,Finance,Life_Insurance
LNC,Finance,Life_Insurance
MFC,Finance,Life_Insurance
MET,Finance,Life_Insurance
PNX,Finance,Life_Insurance
PRI,Finance,Life_Insurance
PRU,Finance,Life_Insurance
PUK,Finance,Life_Insurance
RGA,Finance,Life_Insurance
SLF,Finance,Life_Insurance
TMK,Finance,Life_Insurance
VOYA,Finance,Life_Insurance
ABCB,Finance,Major_Banks
ABTX,Finance,Major_Banks
ACBI,Finance,Major_Banks
ACNB,Finance,Major_Banks
AMNB,Finance,Major_Banks
AMRB,Finance,Major_Banks
AROW,Finance,Major_Banks
ASB,Finance,Major_Banks
ASRV,Finance,Major_Banks
ATLO,Finance,Major_Banks
AUBN,Finance,Major_Banks
AVNU,Finance,Major_Banks
BAC,Finance,Major_Banks
BANC,Finance,Major_Banks
BANF,Finance,Major_Banks
BANR,Finance,Major_Banks
BBCN,Finance,Major_Banks
BBT,Finance,Major_Banks
BDGE,Finance,Major_Banks
BHB,Finance,Major_Banks
BHBK,Finance,Major_Banks
BK,Finance,Major_Banks
BKJ,Finance,Major_Banks
BKSC,Finance,Major_Banks
BLMT,Finance,Major_Banks
BMRC,Finance,Major_Banks
BMTC,Finance,Major_Banks
BNCN,Finance,Major_Banks
BNK,Finance,Major_Banks
BNS,Finance,Major_Banks
BOCH,Finance,Major_Banks
BOH,Finance,Major_Banks
BOKF,Finance,Major_Banks
BOTJ,Finance,Major_Banks
BPFH,Finance,Major_Banks
BPOP,Finance,Major_Banks
BSF,Finance,Major_Banks
BSRR,Finance,Major_Banks
BUSE,Finance,Major_Banks
BWFG,Finance,Major_Banks
BXS,Finance,Major_Banks
BYBK,Finance,Major_Banks
BYLK,Finance,Major_Banks
C,Finance,Major_Banks
CAC,Finance,Major_Banks
CACB,Finance,Major_Banks
CARO,Finance,Major_Banks
CATY,Finance,Major_Banks
CBAN,Finance,Major_Banks
CBF,Finance,Major_Banks
CBFV,Finance,Major_Banks
CBNJ,Finance,Major_Banks
CBSH,Finance,Major_Banks
CBU,Finance,Major_Banks
CCBG,Finance,Major_Banks
CCCR,Finance,Major_Banks
CCNE,Finance,Major_Banks
CFCB,Finance,Major_Banks
CFFI,Finance,Major_Banks
CFG,Finance,Major_Banks
CFNB,Finance,Major_Banks
CFNL,Finance,Major_Banks
CFR,Finance,Major_Banks
CHCO,Finance,Major_Banks
CHFC,Finance,Major_Banks
CHMG,Finance,Major_Banks
CIVB,Finance,Major_Banks
CIZN,Finance,Major_Banks
CLBH,Finance,Major_Banks
CMA,Finance,Major_Banks
CNBKA,Finance,Major_Banks
CNOB,Finance,Major_Banks
COB,Finance,Major_Banks
COBZ,Finance,Major_Banks
COF,Finance,Major_Banks
COLB,Finance,Major_Banks
CPF,Finance,Major_Banks
CSFL,Finance,Major_Banks
CTBI,Finance,Major_Banks
CUBI,Finance,Major_Banks
CUNB,Finance,Major_Banks
CVBF,Finance,Major_Banks
CVCY,Finance,Major_Banks
CWBC,Finance,Major_Banks
CZFC,Finance,Major_Banks
CZNC,Finance,Major_Banks
DB,Finance,Major_Banks
DNBF,Finance,Major_Banks
EBTC,Finance,Major_Banks
EFSC,Finance,Major_Banks
EGBN,Finance,Major_Banks
EMCF,Finance,Major_Banks
EQBK,Finance,Major_Banks
ESBK,Finance,Major_Banks
ESXB,Finance,Major_Banks
EVBN,Finance,Major_Banks
EVBS,Finance,Major_Banks
EWBC,Finance,Major_Banks
FBIZ,Finance,Major_Banks
FBMS,Finance,Major_Banks
FBNC,Finance,Major_Banks
FBP,Finance,Major_Banks
FBSS,Finance,Major_Banks
FCB,Finance,Major_Banks
FCBC,Finance,Major_Banks
FCCO,Finance,Major_Banks
FCF,Finance,Major_Banks
FCFP,Finance,Major_Banks
FCLF,Finance,Major_Banks
FCNCA,Finance,Major_Banks
FCTY,Finance,Major_Banks
FFBC,Finance,Major_Banks
FFIC,Finance,Major_Banks
FFIN,Finance,Major_Banks
FFKT,Finance,Major_Banks
FFWM,Finance,Major_Banks
FHN,Finance,Major_Banks
FIBK,Finance,Major_Banks
FISI,Finance,Major_Banks
FITB,Finance,Major_Banks
FLIC,Finance,Major_Banks
FMBH,Finance,Major_Banks
FMBI,Finance,Major_Banks
FMER,Finance,Major_Banks
FMNB,Finance,Major_Banks
FNB,Finance,Major_Banks
FNBC,Finance,Major_Banks
FNFG,Finance,Major_Banks
FNLC,Finance,Major_Banks
FRBK,Finance,Major_Banks
FRME,Finance,Major_Banks
FSB,Finance,Major_Banks
FSBK,Finance,Major_Banks
FULT,Finance,Major_Banks
FUNC,Finance,Major_Banks
GABC,Finance,Major_Banks
GBCI,Finance,Major_Banks
GBNK,Finance,Major_Banks
GFED,Finance,Major_Banks
GLBZ,Finance,Major_Banks
GNBC,Finance,Major_Banks
GSBC,Finance,Major_Banks
GWB,Finance,Major_Banks
HAFC,Finance,Major_Banks
HBAN,Finance,Major_Banks
HBHC,Finance,Major_Banks
HBMD,Finance,Major_Banks
HBNC,Finance,Major_Banks
HEOP,Finance,Major_Banks
HFBC,Finance,Major_Banks
HMPR,Finance,Major_Banks
HOMB,Finance,Major_Banks
HTBK,Finance,Major_Banks
HTH,Finance,Major_Banks
HTLF,Finance,Major_Banks
HWBK,Finance,Major_Banks
IBCP,Finance,Major_Banks
IBKC,Finance,Major_Banks
IBOC,Finance,Major_Banks
IBTX,Finance,Major_Banks
INBK,Finance,Major_Banks
INDB,Finance,Major_Banks
ISTR,Finance,Major_Banks
ITUB,Finance,Major_Banks
JAXB,Finance,Major_Banks
JPM,Finance,Major_Banks
KEY,Finance,Major_Banks
LARK,Finance,Major_Banks
LBAI,Finance,Major_Banks
LCNB,Finance,Major_Banks
LION,Finance,Major_Banks
LKFN,Finance,Major_Banks
LOB,Finance,Major_Banks
MBCN,Finance,Major_Banks
MBFI,Finance,Major_Banks
MBRG,Finance,Major_Banks
MBTF,Finance,Major_Banks
MBVT,Finance,Major_Banks
MBWM,Finance,Major_Banks
MCBC,Finance,Major_Banks
MELR,Finance,Major_Banks
METR,Finance,Major_Banks
MFG,Finance,Major_Banks
MFNC,Finance,Major_Banks
MFSF,Finance,Major_Banks
MNRK,Finance,Major_Banks
MOFG,Finance,Major_Banks
MPB,Finance,Major_Banks
MRLN,Finance,Major_Banks
MSFG,Finance,Major_Banks
MSL,Finance,Major_Banks
MTB,Finance,Major_Banks
NBBC,Finance,Major_Banks
NBHC,Finance,Major_Banks
NBN,Finance,Major_Banks
NBTB,Finance,Major_Banks
NCOM,Finance,Major_Banks
NKSH,Finance,Major_Banks
NPBC,Finance,Major_Banks
NTRS,Finance,Major_Banks
NWBI,Finance,Major_Banks
NWFL,Finance,Major_Banks
OFG,Finance,Major_Banks
OKSB,Finance,Major_Banks
OLBK,Finance,Major_Banks
ONB,Finance,Major_Banks
OPHC,Finance,Major_Banks
OPOF,Finance,Major_Banks
ORIT,Finance,Major_Banks
ORRF,Finance,Major_Banks
OSBC,Finance,Major_Banks
OVBC,Finance,Major_Banks
OVLY,Finance,Major_Banks
OZRK,Finance,Major_Banks
PACW,Finance,Major_Banks
PB,Finance,Major_Banks
PBIB,Finance,Major_Banks
PCBK,Finance,Major_Banks
PEBK,Finance,Major_Banks
PEBO,Finance,Major_Banks
PFBI,Finance,Major_Banks
PFBX,Finance,Major_Banks
PFIS,Finance,Major_Banks
PKBK,Finance,Major_Banks
PMBC,Finance,Major_Banks
PNBK,Finance,Major_Banks
PNC,Finance,Major_Banks
PNFP,Finance,Major_Banks
PPBI,Finance,Major_Banks
PRK,Finance,Major_Banks
PSTB,Finance,Major_Banks
PUB,Finance,Major_Banks
PVTB,Finance,Major_Banks
PWOD,Finance,Major_Banks
QCRH,Finance,Major_Banks
RBCAA,Finance,Major_Banks
RBPAA,Finance,Major_Banks
RF,Finance,Major_Banks
RNST,Finance,Major_Banks
SASR,Finance,Major_Banks
SBBX,Finance,Major_Banks
SBCF,Finance,Major_Banks
SBFG,Finance,Major_Banks
SBNY,Finance,Major_Banks
SBSI,Finance,Major_Banks
SCNB,Finance,Major_Banks
SFBS,Finance,Major_Banks
SFNC,Finance,Major_Banks
SFST,Finance,Major_Banks
SHBI,Finance,Major_Banks
SHG,Finance,Major_Banks
SIVB,Finance,Major_Banks
SLCT,Finance,Major_Banks
SMBK,Finance,Major_Banks
SMMF,Finance,Major_Banks
SNV,Finance,Major_Banks
SOCB,Finance,Major_Banks
SONA,Finance,Major_Banks
SRCE,Finance,Major_Banks
SSFN,Finance,Major_Banks
STBA,Finance,Major_Banks
STBZ,Finance,Major_Banks
STI,Finance,Major_Banks
STL,Finance,Major_Banks
STT,Finance,Major_Banks
SVBI,Finance,Major_Banks
SYBT,Finance,Major_Banks
TBBK,Finance,Major_Banks
TBK,Finance,Major_Banks
TCB,Finance,Major_Banks
TCBI,Finance,Major_Banks
TCBK,Finance,Major_Banks
TCFC,Finance,Major_Banks
THFF,Finance,Major_Banks
TLMR,Finance,Major_Banks
TMP,Finance,Major_Banks
TRCB,Finance,Major_Banks
TRMK,Finance,Major_Banks
TRST,Finance,Major_Banks
TSC,Finance,Major_Banks
UBCP,Finance,Major_Banks
UBFO,Finance,Major_Banks
UBOH,Finance,Major_Banks
UBS,Finance,Major_Banks
UBSH,Finance,Major_Banks
UBSI,Finance,Major_Banks
UCBI,Finance,Major_Banks
UMBF,Finance,Major_Banks
UNB,Finance,Major_Banks
UNTY,Finance,Major_Banks
USB,Finance,Major_Banks
USBI,Finance,Major_Banks
UVSP,Finance,Major_Banks
VBFC,Finance,Major_Banks
VBTX,Finance,Major_Banks
VLY,Finance,Major_Banks
WABC,Finance,Major_Banks
WAL,Finance,Major_Banks
WASH,Finance,Major_Banks
WBB,Finance,Major_Banks
WBS,Finance,Major_Banks
WFBI,Finance,Major_Banks
WFC,Finance,Major_Banks
WIBC,Finance,Major_Banks
WSBC,Finance,Major_Banks
WSFS,Finance,Major_Banks
WTBA,Finance,Major_Banks
WTFC,Finance,Major_Banks
XBKS,Finance,Major_Banks
YCB,Finance,Major_Banks
YDKN,Finance,Major_Banks
ZION,Finance,Major_Banks
PIH,Finance,Property_Casualty_Insurers
AMSF,Finance,Property_Casualty_Insurers
AFSI,Finance,Property_Casualty_Insurers
ACGL,Finance,Property_Casualty_Insurers
BWINA,Finance,Property_Casualty_Insurers
BWINB,Finance,Property_Casualty_Insurers
CINF,Finance,Property_Casualty_Insurers
CNFR,Finance,Property_Casualty_Insurers
DGICA,Finance,Property_Casualty_Insurers
DGICB,Finance,Property_Casualty_Insurers
EMCI,Finance,Property_Casualty_Insurers
ESGR,Finance,Property_Casualty_Insurers
FNHC,Finance,Property_Casualty_Insurers
GBLI,Finance,Property_Casualty_Insurers
GLRE,Finance,Property_Casualty_Insurers
HALL,Finance,Property_Casualty_Insurers
IPCC,Finance,Property_Casualty_Insurers
JRVR,Finance,Property_Casualty_Insurers
KINS,Finance,Property_Casualty_Insurers
MHLD,Finance,Property_Casualty_Insurers
NGHC,Finance,Property_Casualty_Insurers
NGHCP,Finance,Property_Casualty_Insurers
NATL,Finance,Property_Casualty_Insurers
NMIH,Finance,Property_Casualty_Insurers
SAFT,Finance,Property_Casualty_Insurers
SIGI,Finance,Property_Casualty_Insurers
STFC,Finance,Property_Casualty_Insurers
SNC,Finance,Property_Casualty_Insurers
NAVG,Finance,Property_Casualty_Insurers
UNAM,Finance,Property_Casualty_Insurers
UFCS,Finance,Property_Casualty_Insurers
UIHC,Finance,Property_Casualty_Insurers
Y,Finance,Property_Casualty_Insurers
AWH,Finance,Property_Casualty_Insurers
ALL,Finance,Property_Casualty_Insurers
AFG,Finance,Property_Casualty_Insurers
AIG,Finance,Property_Casualty_Insurers
AHL,Finance,Property_Casualty_Insurers
AGO,Finance,Property_Casualty_Insurers
AXS,Finance,Property_Casualty_Insurers
BCRH,Finance,Property_Casualty_Insurers
CB,Finance,Property_Casualty_Insurers
CNA,Finance,Property_Casualty_Insurers
EIG,Finance,Property_Casualty_Insurers
ENH,Finance,Property_Casualty_Insurers
ESNT,Finance,Property_Casualty_Insurers
RE,Finance,Property_Casualty_Insurers
FAC,Finance,Property_Casualty_Insurers
HIG,Finance,Property_Casualty_Insurers
HCI,Finance,Property_Casualty_Insurers
HRTG,Finance,Property_Casualty_Insurers
HMN,Finance,Property_Casualty_Insurers
KMPR,Finance,Property_Casualty_Insurers
KFS,Finance,Property_Casualty_Insurers
L,Finance,Property_Casualty_Insurers
MKL,Finance,Property_Casualty_Insurers
MBI,Finance,Property_Casualty_Insurers
MCY,Finance,Property_Casualty_Insurers
MTG,Finance,Property_Casualty_Insurers
ORI,Finance,Property_Casualty_Insurers
OB,Finance,Property_Casualty_Insurers
PRA,Finance,Property_Casualty_Insurers
PGR,Finance,Property_Casualty_Insurers
RDN,Finance,Property_Casualty_Insurers
RNR,Finance,Property_Casualty_Insurers
RLI,Finance,Property_Casualty_Insurers
THG,Finance,Property_Casualty_Insurers
TRV,Finance,Property_Casualty_Insurers
TPRE,Finance,Property_Casualty_Insurers
UVE,Finance,Property_Casualty_Insurers
VR,Finance,Property_Casualty_Insurers
WRB,Finance,Property_Casualty_Insurers
WTM,Finance,Property_Casualty_Insurers
XL,Finance,Property_Casualty_Insurers
HGSH,Finance,Real_Estate
CIGI,Finance,Real_Estate
CRESY,Finance,Real_Estate
FRPH,Finance,Real_Estate
GRIF,Finance,Real_Estate
IILG,Finance,Real_Estate
MMAC,Finance,Real_Estate
OBAS,Finance,Real_Estate
PICO,Finance,Real_Estate
ALEX,Finance,Real_Estate
RESI,Finance,Real_Estate
ARL,Finance,Real_Estate
AHH,Finance,Real_Estate
BPY,Finance,Real_Estate
CCG,Finance,Real_Estate
CBG,Finance,Real_Estate
DFT,Finance,Real_Estate
EJ,Finance,Real_Estate
EFC,Finance,Real_Estate
FOR,Finance,Real_Estate
GTY,Finance,Real_Estate
GOV,Finance,Real_Estate
HPP,Finance,Real_Estate
JLL,Finance,Real_Estate
KW,Finance,Real_Estate
LADR,Finance,Real_Estate
LEJU,Finance,Real_Estate
MMI,Finance,Real_Estate
VAC,Finance,Real_Estate
MLP,Finance,Real_Estate
NTP,Finance,Real_Estate
NSAM,Finance,Real_Estate
RMAX,Finance,Real_Estate
RLGY,Finance,Real_Estate
RSE,Finance,Real_Estate
TRC,Finance,Real_Estate
TRNO,Finance,Real_Estate
UE,Finance,Real_Estate
AAMC,Finance,Real_Estate
CNR,Finance,Real_Estate
CTO,Finance,Real_Estate
FCCY,Finance,Savings_Institutions
ANCX,Finance,Savings_Institutions
ASBB,Finance,Savings_Institutions
ACFC,Finance,Savings_Institutions
BKMU,Finance,Savings_Institutions
BFIN,Finance,Savings_Institutions
BCBP,Finance,Savings_Institutions
BNCL,Finance,Savings_Institutions
BOFI,Finance,Savings_Institutions
BYFC,Finance,Savings_Institutions
BRKL,Finance,Savings_Institutions
CFFN,Finance,Savings_Institutions
CARV,Finance,Savings_Institutions
CFBK,Finance,Savings_Institutions
CHFN,Finance,Savings_Institutions
CHEV,Finance,Savings_Institutions
CZWI,Finance,Savings_Institutions
CWAY,Finance,Savings_Institutions
CVLY,Finance,Savings_Institutions
DCOM,Finance,Savings_Institutions
ETFC,Finance,Savings_Institutions
EBMT,Finance,Savings_Institutions
FCAP,Finance,Savings_Institutions
FDEF,Finance,Savings_Institutions
FGBI,Finance,Savings_Institutions
FSFG,Finance,Savings_Institutions
HBK,Finance,Savings_Institutions
HFFC,Finance,Savings_Institutions
HMNF,Finance,Savings_Institutions
HFBL,Finance,Savings_Institutions
HTBI,Finance,Savings_Institutions
IROQ,Finance,Savings_Institutions
JXSB,Finance,Savings_Institutions
KFFB,Finance,Savings_Institutions
LSBK,Finance,Savings_Institutions
LSBG,Finance,Savings_Institutions
LTXB,Finance,Savings_Institutions
MGYR,Finance,Savings_Institutions
CASH,Finance,Savings_Institutions
NRIM,Finance,Savings_Institutions
OSHC,Finance,Savings_Institutions
OCFC,Finance,Savings_Institutions
OFED,Finance,Savings_Institutions
PBCT,Finance,Savings_Institutions
PBSK,Finance,Savings_Institutions
PROV,Finance,Savings_Institutions
PULB,Finance,Savings_Institutions
RIVR,Finance,Savings_Institutions
RVSB,Finance,Savings_Institutions
SAL,Finance,Savings_Institutions
SIFI,Finance,Savings_Institutions
SBCP,Finance,Savings_Institutions
TBNK,Finance,Savings_Institutions
TFSL,Finance,Savings_Institutions
UMPQ,Finance,Savings_Institutions
UCBA,Finance,Savings_Institutions
WAFD,Finance,Savings_Institutions
WSBF,Finance,Savings_Institutions
WAYN,Finance,Savings_Institutions
WFD,Finance,Savings_Institutions
AF,Finance,Savings_Institutions
BKU,Finance,Savings_Institutions
BBX,Finance,Savings_Institutions
EVER,Finance,Savings_Institutions
FBC,Finance,Savings_Institutions
HSBC,Finance,Savings_Institutions
PFS,Finance,Savings_Institutions
AGII,Finance,Specialty_Insurers
CISG,Finance,Specialty_Insurers
CRVL,Finance,Specialty_Insurers
EHTH,Finance,Specialty_Insurers
ERIE,Finance,Specialty_Insurers
HIIQ,Finance,Specialty_Insurers
ITIC,Finance,Specialty_Insurers
TIPT,Finance,Specialty_Insurers
AJG,Finance,Specialty_Insurers
BRO,Finance,Specialty_Insurers
FAF,Finance,Specialty_Insurers
MMC,Finance,Specialty_Insurers
PN,Finance,Specialty_Insurers
STC,Finance,Specialty_Insurers
XLRN,HealthCare,Biotechnology_Biological_Products
ACOR,HealthCare,Biotechnology_Biological_Products
ADMA,HealthCare,Biotechnology_Biological_Products
AERI,HealthCare,Biotechnology_Biological_Products
AGEN,HealthCare,Biotechnology_Biological_Products
AMGN,HealthCare,Biotechnology_Biological_Products
AGTC,HealthCare,Biotechnology_Biological_Products
APTO,HealthCare,Biotechnology_Biological_Products
ARIA,HealthCare,Biotechnology_Biological_Products
ATRA,HealthCare,Biotechnology_Biological_Products
LIFE,HealthCare,Biotechnology_Biological_Products
AAVL,HealthCare,Biotechnology_Biological_Products
BCRX,HealthCare,Biotechnology_Biological_Products
BIIB,HealthCare,Biotechnology_Biological_Products
BOTA,HealthCare,Biotechnology_Biological_Products
TECH,HealthCare,Biotechnology_Biological_Products
BLUE,HealthCare,Biotechnology_Biological_Products
BCLI,HealthCare,Biotechnology_Biological_Products
CASI,HealthCare,Biotechnology_Biological_Products
CLDN,HealthCare,Biotechnology_Biological_Products
CLLS,HealthCare,Biotechnology_Biological_Products
CBMG,HealthCare,Biotechnology_Biological_Products
CSBR,HealthCare,Biotechnology_Biological_Products
CBPO,HealthCare,Biotechnology_Biological_Products
CDTX,HealthCare,Biotechnology_Biological_Products
CHRS,HealthCare,Biotechnology_Biological_Products
CGEN,HealthCare,Biotechnology_Biological_Products
CRIS,HealthCare,Biotechnology_Biological_Products
CYTR,HealthCare,Biotechnology_Biological_Products
DMTX,HealthCare,Biotechnology_Biological_Products
DSCO,HealthCare,Biotechnology_Biological_Products
ENZN,HealthCare,Biotechnology_Biological_Products
FATE,HealthCare,Biotechnology_Biological_Products
GENE,HealthCare,Biotechnology_Biological_Products
GNCA,HealthCare,Biotechnology_Biological_Products
GILD,HealthCare,Biotechnology_Biological_Products
HSKA,HealthCare,Biotechnology_Biological_Products
IDRA,HealthCare,Biotechnology_Biological_Products
JUNO,HealthCare,Biotechnology_Biological_Products
KITE,HealthCare,Biotechnology_Biological_Products
LJPC,HealthCare,Biotechnology_Biological_Products
LBIO,HealthCare,Biotechnology_Biological_Products
LPTN,HealthCare,Biotechnology_Biological_Products
MCUR,HealthCare,Biotechnology_Biological_Products
MNTA,HealthCare,Biotechnology_Biological_Products
NSTG,HealthCare,Biotechnology_Biological_Products
NK,HealthCare,Biotechnology_Biological_Products
CUR,HealthCare,Biotechnology_Biological_Products
NBIX,HealthCare,Biotechnology_Biological_Products
NVAX,HealthCare,Biotechnology_Biological_Products
OSIR,HealthCare,Biotechnology_Biological_Products
OXGN,HealthCare,Biotechnology_Biological_Products
PDLI,HealthCare,Biotechnology_Biological_Products
PSTI,HealthCare,Biotechnology_Biological_Products
PRTO,HealthCare,Biotechnology_Biological_Products
QGEN,HealthCare,Biotechnology_Biological_Products
RGNX,HealthCare,Biotechnology_Biological_Products
RGEN,HealthCare,Biotechnology_Biological_Products
RPRX,HealthCare,Biotechnology_Biological_Products
SGMO,HealthCare,Biotechnology_Biological_Products
SGEN,HealthCare,Biotechnology_Biological_Products
ONCE,HealthCare,Biotechnology_Biological_Products
STEM,HealthCare,Biotechnology_Biological_Products
TTNP,HealthCare,Biotechnology_Biological_Products
TCON,HealthCare,Biotechnology_Biological_Products
TROV,HealthCare,Biotechnology_Biological_Products
VBIV,HealthCare,Biotechnology_Biological_Products
VCEL,HealthCare,Biotechnology_Biological_Products
VICL,HealthCare,Biotechnology_Biological_Products
AST,HealthCare,Biotechnology_Biological_Products
BTX,HealthCare,Biotechnology_Biological_Products
CVM,HealthCare,Biotechnology_Biological_Products
HEB,HealthCare,Biotechnology_Biological_Products
ONVO,HealthCare,Biotechnology_Biological_Products
PLX,HealthCare,Biotechnology_Biological_Products
XTNT,HealthCare,Biotechnology_Biological_Products
AMRI,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
ARWR,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
BASI,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
CBLI,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
EXAS,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
EXEL,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
ICLR,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
INCR,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
INCY,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
LUNA,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
ONTY,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
PRXL,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
PIRS,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
PRAH,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
SNMX,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
SRNE,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
TENX,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
CRL,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
XON,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
Q,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
NNVC,HealthCare,Biotechnology_Commercial_Physical_Biological_Resarch
ARDM,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
BLFS,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
CAPN,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
CGNT,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
CNMD,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
CUTR,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
CYNO,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
DRAD,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
DYNT,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
ECTE,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
EDAP,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
ETRM,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
ESMC,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
FONR,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
IRIX,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
MASI,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
BABY,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
NVDQ,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
NXTM,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
PRSN,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
PHMD,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
RMTI,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
EYES,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
SMLR,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
STXS,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
ELOS,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
SPNC,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
ZLTQ,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
MDT,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
STJ,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
VAR,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
HRT,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
ELMD,HealthCare,Biotechnology_Electromedical_Electrotherapeutic_Apparatus
ABIO,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
CLDX,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
IDXX,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
ICCC,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
IMMU,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
LNTH,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
VIVO,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
MYGN,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
NEOG,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
OGXI,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
OXFD,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
QDEL,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
QTNT,HealthCare,Biotechnology_In_Vitro_In_Vivo_Diagnostic_Substances
